,index,contribution_id,features,personId,pred,pred_conf
2838,2838,5b07c4fca9ae440001e0514f,"Rajesh R Singh  Leukemias [All],Molecular Testing General,Topic: Pathology,Non-Hodgkin Lymphoma (NHL) [All],Lymphomas [All],Therapy plain only,Topic: Hematology,Hematologic Malignancies [All],Topic: Genetics,Research,Leukemia general,Oncology - Molecular Testing,Oncology - Next-Generation Sequencing (NGS),Patients,Resistance General,Health,Next-Generation Sequencing (NGS) ,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Hematologic Malignancies,Topic: Genetics,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Therapy General,Next-Generation Sequencing (NGS) ,Topic: Hematology,Oncology - Molecular Testing,Patients,Resistance General,Leukemia general,Solid Tumors plus Hemato-Onc [All],Lymphomas [All],Health,Topic: Pathology,Research,Molecular Testing General,Therapy plain only,Non-Hodgkin Lymphoma (NHL) [All],Hematologic Malignancies [All],Topic: Hematologic Malignancies,Leukemias [All],Oncology - Next-Generation Sequencing (NGS) Leukemias [All],Molecular Testing General,Topic: Pathology,Non-Hodgkin Lymphoma (NHL) [All],Lymphomas [All],Therapy plain only,Topic: Hematology,Hematologic Malignancies [All],Topic: Genetics,Research,Leukemia general,Oncology - Molecular Testing,Oncology - Next-Generation Sequencing (NGS),Patients,Resistance General,Health,Next-Generation Sequencing (NGS) ,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Hematologic Malignancies,Topic: Genetics,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Therapy General,Next-Generation Sequencing (NGS) ,Topic: Hematology,Oncology - Molecular Testing,Patients,Resistance General,Leukemia general,Solid Tumors plus Hemato-Onc [All],Lymphomas [All],Health,Topic: Pathology,Research,Molecular Testing General,Therapy plain only,Non-Hodgkin Lymphoma (NHL) [All],Hematologic Malignancies [All],Topic: Hematologic Malignancies,Leukemias [All],Oncology - Next-Generation Sequencing (NGS) Leukemias [All] Molecular Testing General Topic: Pathology Non-Hodgkin Lymphoma (NHL) [All] Lymphomas [All] Therapy plain only Topic: Hematology Hematologic Malignancies [All] Topic: Genetics Research Leukemia general Oncology - Molecular Testing Oncology - Next-Generation Sequencing (NGS) Patients Resistance General Health Next-Generation Sequencing (NGS)  Chronic Lymphocytic Leukemia (CLL/SLL) [All] Therapy General Solid Tumors plus Hemato-Onc [All] Topic: Hematologic Malignancies Topic: Genetics Chronic Lymphocytic Leukemia (CLL/SLL) [All] Therapy General Next-Generation Sequencing (NGS)  Topic: Hematology Oncology - Molecular Testing Patients Resistance General Leukemia general Solid Tumors plus Hemato-Onc [All] Lymphomas [All] Health Topic: Pathology Research Molecular Testing General Therapy plain only Non-Hodgkin Lymphoma (NHL) [All] Hematologic Malignancies [All] Topic: Hematologic Malignancies Leukemias [All] Oncology - Next-Generation Sequencing (NGS)",160921280001,160921280001,0.0
2839,2839,5b07f07ca9ae440001e05a07,"Radoslav  Matěj czech republic Infectious Pneumonia,Topic: Respiratory,Health,Topic: Infections,Respiratory General,PneumoniaGeneral,Respiratory Infections,Infections / Pathogens Infectious Pneumonia,Topic: Respiratory,Health,Topic: Infections,Respiratory General,PneumoniaGeneral,Respiratory Infections,Infections / Pathogens Infectious Pneumonia Topic: Respiratory Health Topic: Infections Respiratory General PneumoniaGeneral Respiratory Infections Infections / Pathogens",1300152153113,1300152153113,0.0
2840,2840,5b085dd480b6130001d30053,"Werner  Jung schwarzwald-baar klinikum villingen-schw, villingen-schwenningen, germany Therapy plain only,Therapy General Therapy plain only,Therapy General Therapy plain only Therapy General",1300152212113,1300152212113,0.0
2841,2841,5b086a91aaeaf800014d01d4,      ,ASSO_CN_8,ASSO_CN_8,0.0
2842,2842,5b0919510c5cf50001a5e69c,"    Gastrointestinal Cancers [All],Solid Tumors plus Hemato-Onc [All],Liver Cancer General,Topic: Gastroenterology,Oncology General,Liver Cancer [All],Topic: Hepatology,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Abdominal Surgery Gastrointestinal Cancers [All],Solid Tumors plus Hemato-Onc [All],Liver Cancer General,Topic: Gastroenterology,Oncology General,Liver Cancer [All],Topic: Hepatology,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Abdominal Surgery Gastrointestinal Cancers [All] Solid Tumors plus Hemato-Onc [All] Liver Cancer General Topic: Gastroenterology Oncology General Liver Cancer [All] Topic: Hepatology Hepato-Pancreto-Biliary Cancers [All] Topic: Solid Tumors Abdominal Surgery",ASSO_CN_8,ASSO_CN_8,0.02
2843,2843,5b092a290be02c00014af30c,      ,ASSO_CN_8,ASSO_CN_8,0.0
2844,2844,5b094d1e0c5cf50001a5ef88,"    Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Liver Cancer [All],Liver Cancer General,Gastrointestinal Cancers [All],Topic: Hepatology,Oncology General,Topic: Gastroenterology,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Liver Cancer [All],Liver Cancer General,Gastrointestinal Cancers [All],Topic: Hepatology,Oncology General,Topic: Gastroenterology,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery Hepato-Pancreto-Biliary Cancers [All] Topic: Solid Tumors Liver Cancer [All] Liver Cancer General Gastrointestinal Cancers [All] Topic: Hepatology Oncology General Topic: Gastroenterology Solid Tumors plus Hemato-Onc [All] Abdominal Surgery",ASSO_CN_8,ASSO_CN_8,0.02
2845,2845,5b0953fe6f75020001dc40e3,"   天津医科大学附属肿瘤医院 Liver Cancer General,Gastrointestinal Cancers - Metastatic/Advanced Stage,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Metastatic Liver Cancer,Gastrointestinal Cancers [All],Liver Cancer [All],Advanced/Metastatic Liver Cancer,Abdominal Surgery,Metastases General,Solid Tumors plus Hemato-Onc [All],Oncology General,Topic: Gastroenterology,Metastases / Metastatic Cancers,Topic: Hepatology Liver Cancer General,Gastrointestinal Cancers - Metastatic/Advanced Stage,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Metastatic Liver Cancer,Gastrointestinal Cancers [All],Liver Cancer [All],Advanced/Metastatic Liver Cancer,Abdominal Surgery,Metastases General,Solid Tumors plus Hemato-Onc [All],Oncology General,Topic: Gastroenterology,Metastases / Metastatic Cancers,Topic: Hepatology Liver Cancer General Gastrointestinal Cancers - Metastatic/Advanced Stage Hepato-Pancreto-Biliary Cancers [All] Topic: Solid Tumors Metastatic Liver Cancer Gastrointestinal Cancers [All] Liver Cancer [All] Advanced/Metastatic Liver Cancer Abdominal Surgery Metastases General Solid Tumors plus Hemato-Onc [All] Oncology General Topic: Gastroenterology Metastases / Metastatic Cancers Topic: Hepatology",ASSO_CN_8,ASSO_CN_8,0.02
2846,2846,5b0954446f75020001dc4113,   天津医科大学附属肿瘤医院   ,ASSO_CN_8,ASSO_CN_8,0.02
2847,2847,5b0957c40c5cf50001a5f250,"    Topic: Gastroenterology,Liver Cancer [All],Topic: Hepatology,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery,Topic: Solid Tumors,Liver Cancer General,Gastrointestinal Cancers [All],Hepato-Pancreto-Biliary Cancers [All],Oncology General Topic: Gastroenterology,Liver Cancer [All],Topic: Hepatology,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery,Topic: Solid Tumors,Liver Cancer General,Gastrointestinal Cancers [All],Hepato-Pancreto-Biliary Cancers [All],Oncology General Topic: Gastroenterology Liver Cancer [All] Topic: Hepatology Solid Tumors plus Hemato-Onc [All] Abdominal Surgery Topic: Solid Tumors Liver Cancer General Gastrointestinal Cancers [All] Hepato-Pancreto-Biliary Cancers [All] Oncology General",ASSO_CN_8,ASSO_CN_8,0.02
2848,2848,5b0964c70c5cf50001a5f848,      ,ASSO_CN_8,ASSO_CN_8,0.0
2849,2849,5b09682ac790a000017b1988,"   天津医科大学附属肿瘤医院 Oncology General,Hepato-Pancreto-Biliary Cancers [All],Liver Cancer [All],Topic: Hepatology,Topic: Gastroenterology,Abdominal Surgery,Gastrointestinal Cancers [All],Solid Tumors plus Hemato-Onc [All],Liver Cancer General,Topic: Solid Tumors Oncology General,Hepato-Pancreto-Biliary Cancers [All],Liver Cancer [All],Topic: Hepatology,Topic: Gastroenterology,Abdominal Surgery,Gastrointestinal Cancers [All],Solid Tumors plus Hemato-Onc [All],Liver Cancer General,Topic: Solid Tumors Oncology General Hepato-Pancreto-Biliary Cancers [All] Liver Cancer [All] Topic: Hepatology Topic: Gastroenterology Abdominal Surgery Gastrointestinal Cancers [All] Solid Tumors plus Hemato-Onc [All] Liver Cancer General Topic: Solid Tumors",ASSO_CN_8,ASSO_CN_8,0.02
2850,2850,5b096bfcc790a000017b1a64,      ,ASSO_CN_8,ASSO_CN_8,0.0
2851,2851,5b0d73d44eb93f0001b6e95f,"Eric P Winer dana-farber cancer institute Metastases / Metastatic Cancers,Metastases General,Oncology - ERB Family - HER2 ,Oncology General,Brain Metastases [All],Therapy plain only,Breast Cancer [All],Patients,Systemic Cancer Therapy,Cancer Therapy,Health,Oncology - ERB Family,Breast Cancer - Drugs,ErbBPathway,HER2,Breast Cancer,Oncology - Drugs,Refractory/Relapsed,Topic: Solid Tumors,Topic: Gynecology & Obstetrics,Cancer Drugs [All],Brain Metastases,Solid Tumors/HemOnc - Chemo/Targeted Therapy,Therapy General,Solid Tumors plus Hemato-Onc [All],Onco Targeted Therapy Other,Targeted Cancer Therapy,Molecular Targets in Oncology Metastases / Metastatic Cancers,Metastases General,Oncology - ERB Family - HER2 ,Oncology General,Brain Metastases [All],Therapy plain only,Breast Cancer [All],Patients,Systemic Cancer Therapy,Cancer Therapy,Health,Oncology - ERB Family,Breast Cancer - Drugs,ErbBPathway,HER2,Breast Cancer,Oncology - Drugs,Refractory/Relapsed,Topic: Solid Tumors,Topic: Gynecology & Obstetrics,Cancer Drugs [All],Brain Metastases,Solid Tumors/HemOnc - Chemo/Targeted Therapy,Therapy General,Solid Tumors plus Hemato-Onc [All],Onco Targeted Therapy Other,Targeted Cancer Therapy,Molecular Targets in Oncology Metastases / Metastatic Cancers Metastases General Oncology - ERB Family - HER2  Oncology General Brain Metastases [All] Therapy plain only Breast Cancer [All] Patients Systemic Cancer Therapy Cancer Therapy Health Oncology - ERB Family Breast Cancer - Drugs ErbBPathway HER2 Breast Cancer Oncology - Drugs Refractory/Relapsed Topic: Solid Tumors Topic: Gynecology & Obstetrics Cancer Drugs [All] Brain Metastases Solid Tumors/HemOnc - Chemo/Targeted Therapy Therapy General Solid Tumors plus Hemato-Onc [All] Onco Targeted Therapy Other Targeted Cancer Therapy Molecular Targets in Oncology",10004446,10004446,0.0
2852,2852,5b0db0c3b68fc400018e93b8,Betsy K Davis    ,1300152106112,1300152106112,0.0
2853,2853,5b0e30ebb92256000197b51d,"Nicholas  Vogelzang swog gu Genitourinary Cancers [All],Urologic Cancers General,Solid Tumors plus Hemato-Onc [All],Oncology General,Cancer Treatment/Therapy General,Genitourinary Cancers,Cancer Therapy,Topic: Solid Tumors,Therapy plain only,Topic: Urology,Therapy General Genitourinary Cancers [All],Urologic Cancers General,Solid Tumors plus Hemato-Onc [All],Oncology General,Cancer Treatment/Therapy General,Genitourinary Cancers,Cancer Therapy,Topic: Solid Tumors,Therapy plain only,Topic: Urology,Therapy General Genitourinary Cancers [All] Urologic Cancers General Solid Tumors plus Hemato-Onc [All] Oncology General Cancer Treatment/Therapy General Genitourinary Cancers Cancer Therapy Topic: Solid Tumors Therapy plain only Topic: Urology Therapy General",10005113,10005113,0.0
2854,2854,5b0e5020d536e40001a44d09,"Dongsheng  Zhang shandong provincial hospital affiliated to shandong university, jinan, shandong, china Efficacy/Effectiveness General,Health Outcomes,Implant (General),Health,Clinical Outcome Efficacy/Effectiveness General,Health Outcomes,Implant (General),Health,Clinical Outcome Efficacy/Effectiveness General Health Outcomes Implant (General) Health Clinical Outcome",CN_UP_20_112,CN_UP_20_112,0.0
2855,2855,5b0f1ed6a39b5a0001b74d8a,"Betsy  Davis charleston, usa Rehabilitation Rehabilitation Rehabilitation",1300152106112,1300152106112,0.0
2856,2856,5b0f6d77b2446d0001e72119,"Santiago  Rossi  Solid Tumors plus Hemato-Onc [All],Thoracic Cancers [All],Topic: Solid Tumors,Oncology General,Topic: Respiratory,Lung Cancer [All] Solid Tumors plus Hemato-Onc [All],Thoracic Cancers [All],Topic: Solid Tumors,Oncology General,Topic: Respiratory,Lung Cancer [All] Solid Tumors plus Hemato-Onc [All] Thoracic Cancers [All] Topic: Solid Tumors Oncology General Topic: Respiratory Lung Cancer [All]",1300152132113,1300152132113,0.0
2857,2857,5b13755e2ab6a20001023a21,"Eric  Winer dana-farber cancer institute, harvard medical school Estrogen Receptor-Positive,Health,Hormone-Receptor Positive Estrogen Receptor-Positive,Health,Hormone-Receptor Positive Estrogen Receptor-Positive Health Hormone-Receptor Positive",10004446,10004446,0.0
2858,2858,5b137d032ab6a20001023aa1,"Eric  Winer dana-farber cancer institute, harvard medical school Guidelines Guidelines Guidelines",10004446,10004446,0.0
2859,2859,5b152b11e0c1dd000128ca5c,"Mircea  Diculescu  Topic: Hepatology,Hepatology General,Abdominal Surgery,Topic: Gastroenterology,Gastroenterology general Topic: Hepatology,Hepatology General,Abdominal Surgery,Topic: Gastroenterology,Gastroenterology general Topic: Hepatology Hepatology General Abdominal Surgery Topic: Gastroenterology Gastroenterology general",1300152145112,1300152145112,0.0
2860,2860,5b1617bb1ca9e80001c12aa3,Katy  Hogben imperial college healthcare nhs trust   ,1300152168113,1300152168113,0.0
2861,2861,5b161cb4c20513000135cf24,"Katy  Hogben imperial college healthcare nhs trust Topic: Solid Tumors,Solid Tumors plus Hemato-Onc [All],Breast Cancer - Biomarkers,BRCA,Molecular Testing,Oncology Biomarkers,Molecular Testing General,Breast Cancer,Topic: Gynecology & Obstetrics,Oncology General,Tumor Biomarkers General,Oncology - Molecular Testing,Breast Cancer [All],Topic: Pathology,Oncology - Biomarker - Molecular Testing,Topic: Genetics Topic: Solid Tumors,Solid Tumors plus Hemato-Onc [All],Breast Cancer - Biomarkers,BRCA,Molecular Testing,Oncology Biomarkers,Molecular Testing General,Breast Cancer,Topic: Gynecology & Obstetrics,Oncology General,Tumor Biomarkers General,Oncology - Molecular Testing,Breast Cancer [All],Topic: Pathology,Oncology - Biomarker - Molecular Testing,Topic: Genetics Topic: Solid Tumors Solid Tumors plus Hemato-Onc [All] Breast Cancer - Biomarkers BRCA Molecular Testing Oncology Biomarkers Molecular Testing General Breast Cancer Topic: Gynecology & Obstetrics Oncology General Tumor Biomarkers General Oncology - Molecular Testing Breast Cancer [All] Topic: Pathology Oncology - Biomarker - Molecular Testing Topic: Genetics",1300152168113,1300152168113,0.0
2862,2862,5b161cd7c20513000135cf40,"Katy  Hogben imperial college healthcare nhs trust Molecular Testing,Breast Cancer - Biomarkers,Topic: Solid Tumors,Tumor Biomarkers General,BRCA,Oncology Biomarkers,Oncology - Molecular Testing,Topic: Gynecology & Obstetrics,Solid Tumors plus Hemato-Onc [All],Breast Cancer [All],Oncology General,Topic: Pathology,Molecular Testing General,Topic: Genetics,Oncology - Biomarker - Molecular Testing,Breast Cancer Molecular Testing,Breast Cancer - Biomarkers,Topic: Solid Tumors,Tumor Biomarkers General,BRCA,Oncology Biomarkers,Oncology - Molecular Testing,Topic: Gynecology & Obstetrics,Solid Tumors plus Hemato-Onc [All],Breast Cancer [All],Oncology General,Topic: Pathology,Molecular Testing General,Topic: Genetics,Oncology - Biomarker - Molecular Testing,Breast Cancer Molecular Testing Breast Cancer - Biomarkers Topic: Solid Tumors Tumor Biomarkers General BRCA Oncology Biomarkers Oncology - Molecular Testing Topic: Gynecology & Obstetrics Solid Tumors plus Hemato-Onc [All] Breast Cancer [All] Oncology General Topic: Pathology Molecular Testing General Topic: Genetics Oncology - Biomarker - Molecular Testing Breast Cancer",1300152168113,1300152168113,0.0
2863,2863,5b161e991ca9e80001c12ce7,"Katy  Hogben imperial college healthcare nhs trust Topic: Solid Tumors,Breast Cancer - Biomarkers,Tumor Biomarkers General,Molecular Testing,Oncology Biomarkers,Solid Tumors plus Hemato-Onc [All],Topic: Pathology,Breast Cancer [All],BRCA,Topic: Genetics,Oncology - Molecular Testing,Oncology General,Topic: Gynecology & Obstetrics,Molecular Testing General,Breast Cancer,Oncology - Biomarker - Molecular Testing Topic: Solid Tumors,Breast Cancer - Biomarkers,Tumor Biomarkers General,Molecular Testing,Oncology Biomarkers,Solid Tumors plus Hemato-Onc [All],Topic: Pathology,Breast Cancer [All],BRCA,Topic: Genetics,Oncology - Molecular Testing,Oncology General,Topic: Gynecology & Obstetrics,Molecular Testing General,Breast Cancer,Oncology - Biomarker - Molecular Testing Topic: Solid Tumors Breast Cancer - Biomarkers Tumor Biomarkers General Molecular Testing Oncology Biomarkers Solid Tumors plus Hemato-Onc [All] Topic: Pathology Breast Cancer [All] BRCA Topic: Genetics Oncology - Molecular Testing Oncology General Topic: Gynecology & Obstetrics Molecular Testing General Breast Cancer Oncology - Biomarker - Molecular Testing",1300152168113,1300152168113,0.0
2864,2864,5b16578a6b87fd00011b2215,"Werner  Jung schwarzwald-baar klinikum villingen-schw, villingen-schwenningen, germany Coronary Artery Disease (CAD),Cardiovascular General,Macrovascular Complications,Cardio-Pulmonary Complications,Therapy General,Therapy plain only,Ischemic,Health,Topic: Cardiovascular  Coronary Artery Disease (CAD),Cardiovascular General,Macrovascular Complications,Cardio-Pulmonary Complications,Therapy General,Therapy plain only,Ischemic,Health,Topic: Cardiovascular  Coronary Artery Disease (CAD) Cardiovascular General Macrovascular Complications Cardio-Pulmonary Complications Therapy General Therapy plain only Ischemic Health Topic: Cardiovascular ",1300152212113,1300152212113,0.0
2865,2865,5b168b2e6b87fd00011b2f0d,"Roberto  Giulianelli nuova villa claudia clinic - rome- italy Topic: Urology,non cancer,Therapy General,Therapy plain only,Cancer Treatment/Therapy General,Urology General Topic: Urology,non cancer,Therapy General,Therapy plain only,Cancer Treatment/Therapy General,Urology General Topic: Urology non cancer Therapy General Therapy plain only Cancer Treatment/Therapy General Urology General",1300152168112,1300152168112,0.0
2866,2866,5b16902554ad480001681d17,"Roberto  Giulianelli nuova villa claudia, roma, italy Health,Prostatectomy,Patients,Andrology,Surgery,Therapy plain only,Therapy General,Urology General,Topic: Urology,Surgery General,Topic: Surgery,Abdominal Surgery Health,Prostatectomy,Patients,Andrology,Surgery,Therapy plain only,Therapy General,Urology General,Topic: Urology,Surgery General,Topic: Surgery,Abdominal Surgery Health Prostatectomy Patients Andrology Surgery Therapy plain only Therapy General Urology General Topic: Urology Surgery General Topic: Surgery Abdominal Surgery",1300152168112,1300152168112,0.0
2867,2867,5b1692ce6b87fd00011b314d,"Roberto  Giulianelli nuova villa claudia, roma, italy Health Health Health",1300152168112,1300152168112,0.0
2868,2868,5b16ce9654ad480001682af3,"G  Codacci-Pisanelli  Therapy General,Solid Tumors plus Hemato-Onc [All],Reproductive Endocrinology,Obstetrics,Oncology General,Womens Health,Health,Topic: Gynecology & Obstetrics,Pregnancy,Oncofertility,Therapy plain only,Fertility/Infertility Therapy General,Solid Tumors plus Hemato-Onc [All],Reproductive Endocrinology,Obstetrics,Oncology General,Womens Health,Health,Topic: Gynecology & Obstetrics,Pregnancy,Oncofertility,Therapy plain only,Fertility/Infertility Therapy General Solid Tumors plus Hemato-Onc [All] Reproductive Endocrinology Obstetrics Oncology General Womens Health Health Topic: Gynecology & Obstetrics Pregnancy Oncofertility Therapy plain only Fertility/Infertility",1300152113112,1300152113112,0.0
2869,2869,5b17bb07843bb1000193c88f,"Anthony R Mato memorial sloan kettering cancer center, new york, ny, united states NHL - Targeted Therapy,Relapsed/Refractory iNHL,IPF Pipeline,Non-Hodgkin Lymphoma (NHL) [All],Indolent Lymphomas,Leukemias [All],Therapy General,CLL - Venetoclax,Rituximab,Topic: Hematologic Malignancies,CLL - BCL-2 Inhibitors,Therapy plain only,Hematologic Malignancies,HematologicMalignancies-Pipeline,Health,B-Cell Non-Hodgkin's Lymphoma,Receptor/Pathway,Lymphomas [All],Pathway,Topic: Hematology,Venetoclax (VENCLEXTA® / VENCLYXTO®),Cancer Therapy,Refractory/Relapsed,Patients,Hematologic Malignancies - Pipeline,Hematologic Malignancies [All],NHL - Chemo/Targeted Therapy,Solid Tumors plus Hemato-Onc [All],Cancer Drugs [All],Oncology - Drugs,Leukemias,Anti-CD20 Drugs,BCL-2 Inhibitors,CLL - Anti-CD20,Lymphomas,ITP Pipeline/Other ITP Drugs,Lymphomas - Anti-CD20,Relapsed/Refractory CLL/SLL,Targeted Cancer Therapy,Drugs_General,Systemic Cancer Therapy,Disease Modifying Drugs (DMD),CLL - Chemo/Targeted Therapy,Non-Hodgkin's Lymphoma (NHL),Leukemia general,Chronic Lymphocytic Leukemia (CLL),Solid Tumors/HemOnc - Chemo/Targeted Therapy,Lymphomas - Chemo/Targeted Therapy,Hematologic Malignancies - BCL-2 Inhibitors,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Lymphomas - BCL-2 Inhibitors,Hematologic Malignancies - Chemo/Targeted Therapy,Hematologic Malignancies - Anti-CD20,Leukemias - Chemo/Targeted Therapy NHL - Targeted Therapy,Relapsed/Refractory iNHL,IPF Pipeline,Non-Hodgkin Lymphoma (NHL) [All],Indolent Lymphomas,Leukemias [All],Therapy General,CLL - Venetoclax,Rituximab,Topic: Hematologic Malignancies,CLL - BCL-2 Inhibitors,Therapy plain only,Hematologic Malignancies,HematologicMalignancies-Pipeline,Health,B-Cell Non-Hodgkin's Lymphoma,Receptor/Pathway,Lymphomas [All],Pathway,Topic: Hematology,Venetoclax (VENCLEXTA® / VENCLYXTO®),Cancer Therapy,Refractory/Relapsed,Patients,Hematologic Malignancies - Pipeline,Hematologic Malignancies [All],NHL - Chemo/Targeted Therapy,Solid Tumors plus Hemato-Onc [All],Cancer Drugs [All],Oncology - Drugs,Leukemias,Anti-CD20 Drugs,BCL-2 Inhibitors,CLL - Anti-CD20,Lymphomas,ITP Pipeline/Other ITP Drugs,Lymphomas - Anti-CD20,Relapsed/Refractory CLL/SLL,Targeted Cancer Therapy,Drugs_General,Systemic Cancer Therapy,Disease Modifying Drugs (DMD),CLL - Chemo/Targeted Therapy,Non-Hodgkin's Lymphoma (NHL),Leukemia general,Chronic Lymphocytic Leukemia (CLL),Solid Tumors/HemOnc - Chemo/Targeted Therapy,Lymphomas - Chemo/Targeted Therapy,Hematologic Malignancies - BCL-2 Inhibitors,Chronic Lymphocytic Leukemia (CLL/SLL) [All],Lymphomas - BCL-2 Inhibitors,Hematologic Malignancies - Chemo/Targeted Therapy,Hematologic Malignancies - Anti-CD20,Leukemias - Chemo/Targeted Therapy NHL - Targeted Therapy Relapsed/Refractory iNHL IPF Pipeline Non-Hodgkin Lymphoma (NHL) [All] Indolent Lymphomas Leukemias [All] Therapy General CLL - Venetoclax Rituximab Topic: Hematologic Malignancies CLL - BCL-2 Inhibitors Therapy plain only Hematologic Malignancies HematologicMalignancies-Pipeline Health B-Cell Non-Hodgkin's Lymphoma Receptor/Pathway Lymphomas [All] Pathway Topic: Hematology Venetoclax (VENCLEXTA® / VENCLYXTO®) Cancer Therapy Refractory/Relapsed Patients Hematologic Malignancies - Pipeline Hematologic Malignancies [All] NHL - Chemo/Targeted Therapy Solid Tumors plus Hemato-Onc [All] Cancer Drugs [All] Oncology - Drugs Leukemias Anti-CD20 Drugs BCL-2 Inhibitors CLL - Anti-CD20 Lymphomas ITP Pipeline/Other ITP Drugs Lymphomas - Anti-CD20 Relapsed/Refractory CLL/SLL Targeted Cancer Therapy Drugs_General Systemic Cancer Therapy Disease Modifying Drugs (DMD) CLL - Chemo/Targeted Therapy Non-Hodgkin's Lymphoma (NHL) Leukemia general Chronic Lymphocytic Leukemia (CLL) Solid Tumors/HemOnc - Chemo/Targeted Therapy Lymphomas - Chemo/Targeted Therapy Hematologic Malignancies - BCL-2 Inhibitors Chronic Lymphocytic Leukemia (CLL/SLL) [All] Lymphomas - BCL-2 Inhibitors Hematologic Malignancies - Chemo/Targeted Therapy Hematologic Malignancies - Anti-CD20 Leukemias - Chemo/Targeted Therapy",10004112,10004112,0.0
2870,2870,5b18ff7369c41d00015d1b64,"Carole  Dennie ontario Radiology General,Topic: Radiology,Research Radiology General,Topic: Radiology,Research Radiology General Topic: Radiology Research",1300152167113,1300152167113,0.0
2871,2871,5b1a799362aec80001496d30,"Bartosz  Wojtas  Gliomas [All],Oncology General,Central Nervous System Cancers General (CNS),Gliomas General,Receptor/Pathway,Diagnosis,Topic: Neurology,Brain Tumors General,Brain Tumors [All],Nervous System Cancers [All],Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors,Therapy plain only,Cancer Diagnostics General,Central Nervous System Cancers [All] Gliomas [All],Oncology General,Central Nervous System Cancers General (CNS),Gliomas General,Receptor/Pathway,Diagnosis,Topic: Neurology,Brain Tumors General,Brain Tumors [All],Nervous System Cancers [All],Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors,Therapy plain only,Cancer Diagnostics General,Central Nervous System Cancers [All] Gliomas [All] Oncology General Central Nervous System Cancers General (CNS) Gliomas General Receptor/Pathway Diagnosis Topic: Neurology Brain Tumors General Brain Tumors [All] Nervous System Cancers [All] Therapy General Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors Therapy plain only Cancer Diagnostics General Central Nervous System Cancers [All]",1300152151113,1300152151113,0.0
2872,2872,5b1a8c0c62aec80001496fa4,"Jin  Li fudan university shanghai cancer center, shanghai, china Topic: Gynecology & Obstetrics,Cancer Treatment/Therapy General,Topic: Solid Tumors,Cancer Therapy,Topic: Surgery,Ovarian Cancer [All],Surgery,Therapy plain only,Neoadjuvant Cancer Therapy,Therapy General,Gynecological Cancers [All],Reproductive Endocrinology,Gynecological Cancers,Neoadjuvant Therapy,Oncology General,Solid Tumors plus Hemato-Onc [All],Ovarian Cancer - Neoadjuvant Therapy,Ovarian Cancer,Gynecological Cancers General,Neoadjuvant,Fertility/Infertility Topic: Gynecology & Obstetrics,Cancer Treatment/Therapy General,Topic: Solid Tumors,Cancer Therapy,Topic: Surgery,Ovarian Cancer [All],Surgery,Therapy plain only,Neoadjuvant Cancer Therapy,Therapy General,Gynecological Cancers [All],Reproductive Endocrinology,Gynecological Cancers,Neoadjuvant Therapy,Oncology General,Solid Tumors plus Hemato-Onc [All],Ovarian Cancer - Neoadjuvant Therapy,Ovarian Cancer,Gynecological Cancers General,Neoadjuvant,Fertility/Infertility Topic: Gynecology & Obstetrics Cancer Treatment/Therapy General Topic: Solid Tumors Cancer Therapy Topic: Surgery Ovarian Cancer [All] Surgery Therapy plain only Neoadjuvant Cancer Therapy Therapy General Gynecological Cancers [All] Reproductive Endocrinology Gynecological Cancers Neoadjuvant Therapy Oncology General Solid Tumors plus Hemato-Onc [All] Ovarian Cancer - Neoadjuvant Therapy Ovarian Cancer Gynecological Cancers General Neoadjuvant Fertility/Infertility",1300152125936,1300152125936,0.0
2873,2873,5b1a9cd0a4a9500001222b10,Masami  Sato 鹿児島大学大学院   ,JP_ASSO_001_112,JP_ASSO_001_112,0.0
